customer_id,increment_id,item_id,name,order_id,product_id,qty_ordered,sku
,100000001,1,Sugr balance 60 capsules bottle 200gms,1,1114,1.0000,product-id-9307
,100000001,2,Organic Desi Ghee 450 ML,1,1041,1.0000,product-id-8109
,100000006,8,Gow darbar gold agarbatti 75gms,6,217,1.0000,product-id-3993
,100000006,9,Gow darbar blue agarbatti 75gms,6,213,1.0000,product-id-3956
,100000010,13,Gow darbar gold agarbatti 75gms,10,217,3.0000,product-id-3993
,100000010,14,Gow darbar blue agarbatti 75gms,10,213,3.0000,product-id-3956
,100000011,15,Angrakshak soap 68gms,11,372,10.0000,product-id-4808
,100000012,16,Sugr balance 250 capsules bottle 700gms,12,1141,1.0000,product-id-9362
136,100000013,17,IMC Anti-oxidant Tea -250gms,13,1315,1.0000,product-id-9916
136,100000014,18,Angrakshak soap 68gms,14,372,1.0000,product-id-4808
,100000015,19,Arogya rahasya gomutra ark 500ml,15,1069,2.0000,product-id-8599
,100000015,20,organic moringa mint tea  ( Ayurvedic shigru pudina chai ) -10 bags,15,171,1.0000,product-id-3777
,100000015,21,Cold pressed black sesame oil 500ml,15,1078,1.0000,product-id-8700
,100000016,22,Gow darbar gold agarbatti 25gms,16,220,10.0000,product-id-4000
,100000016,23,Gow darbar blue agarbatti 75gms,16,213,4.0000,product-id-3956
,100000016,24,Saatvik dhoop -12pcs,16,429,4.0000,product-id-5139
157,100000018,26,Desi cow ghee 400gms,18,203,1.0000,product-id-3901
157,100000018,27,Iron Kadai with wooden handle,18,1344,1.0000,product-id-10566
,100000019,28,Vitality 60 capsules bottle 200gms,19,1115,1.0000,product-id-9309
,100000019,29,Cow dung Cakes,19,1285,1.0000,product-id-9804
,100000019,30,Hammered Joint Free Copper Bottle,19,1340,1.0000,product-id-10445
,100000019,31,Gow darbar gold agarbatti 25gms,19,220,1.0000,product-id-4000
,100000019,32,Jumbo Mosquito coil -10pcs,19,547,1.0000,product-id-5805
,100000019,33,Banjara's Mulanti mitti face pack 100gms,19,1073,1.0000,product-id-8645
,100000019,34,OW'Heal Brahmi Plus 90capsules,19,1376,1.0000,product-id-10803
159,100000024,42,Arogya Rahasya Rock Salt (1 Kg),24,1348,5.0000,product-id-10589
159,100000024,43,Goseva Danth manjan,24,487,3.0000,variant-id-5548
159,100000024,44,Arogya rahasya herbal floor cleaner 1 lit,24,1099,2.0000,product-id-9202
159,100000024,45,Akshaya's Gousuddhi floor cleaner 1lit,24,1098,1.0000,product-id-9198
159,100000024,46,Pancha gavya premium soap 125gms,24,518,3.0000,product-id-5671
159,100000024,47,Handwash 250ml,24,343,2.0000,product-id-4638
137,100000026,50,IMC Anti-oxidant Tea -250gms,26,1315,1.0000,product-id-9916
,100000029,53,Gow darbar blue agarbatti 75gms,29,213,6.0000,product-id-3956
243,100000031,55,Panchagavya dhoop sticks sandal 15 sticks,31,307,42.0000,product-id-4456
242,100000032,56,Arogya Rahasya Rock Salt (1 Kg),32,1348,10.0000,product-id-10589
161,100000034,58,Gow darbar gold agarbatti 75gms,34,217,1.0000,product-id-3993
161,100000034,59,Face pack rose 20gms,34,376,1.0000,product-id-4855
161,100000034,60,Goratna Chandan dhoop sticks 20sticks,34,335,1.0000,product-id-4610
161,100000034,61,Panchagavya dhoop sticks sandal 15 sticks,34,307,1.0000,product-id-4456
161,100000034,62,Goratna Kala thail 50ml,34,351,1.0000,product-id-4673
161,100000034,63,Gow darbar blue agarbatti 25gms,34,215,1.0000,product-id-3972
161,100000034,64,Banjara's Premium rose water,34,463,1.0000,variant-id-5341
161,100000034,65,Akshaya's Pancha gavya premium soap 125gms,34,518,1.0000,product-id-5671
161,100000034,66,Moringa peat nut chikki -80 gm,34,1350,1.0000,product-id-10599
253,100000039,73,Gau Naturals Dhaniya powder 200gms,39,494,5.0000,variant-id-5570
137,100000055,102,Kairali Kairtis - Ayurvedic oil for Rheumatism & Arthritis (110 ml),55,1103,1.0000,product-id-9240
,100000058,105,Arogya Rahasya Rock Salt (1 Kg),58,1348,2.0000,product-id-10589
,100000058,106,Arogya Rahasya Desi cow ghee 400gms,58,203,1.0000,product-id-3901
,100000058,107,Terra greens Jaggery powder 500gms,58,1302,1.0000,product-id-9847
,100000058,108,Amlamrut  Amla squash 650ml,58,326,1.0000,product-id-4554
295,100000091,156,Arogya Rahasya Joint Less Copper Bottle,91,1341,1.0000,product-id-10447
296,100000093,158,Arogyarahasya Turmeric juice 200ml,93,156,1.0000,product-id-3722
297,100000095,160,Moringa peat nut chikki -80 gm,95,1350,25.0000,product-id-10599
241,100000098,164,24 Mantra Biryani Ready to cook (200gm),98,0,1.0000,product-id-4854
241,100000098,165,Khadi  Moisturazing lotion Sandal 200ml,98,659,1.0000,product-id-6559
241,100000098,166,Panchagavya dhoop sticks sandal 15 sticks,98,307,1.0000,product-id-4456
241,100000098,167,Gow darbar gold agarbatti 25gms,98,220,1.0000,product-id-4000
241,100000098,168,Gow darbar blue agarbatti 25gms,98,215,1.0000,product-id-3972
241,100000098,169,Goseva-Gokripa Saatvik dhoop -12pcs,98,429,1.0000,product-id-5139
241,100000098,170,Sanatan Jasmine(Mogra) Incense sticks 25gms,98,1092,1.0000,product-id-8997
241,100000098,171,Goratna Chandan dhoop sticks 20sticks,98,335,1.0000,product-id-4610
241,100000098,172,Attar kevada 5ml,98,388,1.0000,product-id-4925
241,100000098,173,Arogya rahasya herbal floor cleaner 1 lit,98,1099,1.0000,product-id-9202
241,100000098,174,Rajinigandha agarbatti 25gms,98,401,1.0000,variant-id-4991
241,100000098,175,24 Mantra Moong Dal(500 gm),98,0,1.0000,product-id-4586
241,100000098,176,Kanakchampa agarbatti 25/150gms,98,394,1.0000,variant-id-4962
299,100000102,180,Arogya Rahasya Joint Less Copper Bottle,102,1342,1.0000,product-id-10449
288,100000106,188,24 Mantra Almonds(100 gm),106,0,2.0000,product-id-4304
288,100000106,189,Moringa peat nut chikki -80 gm,106,1350,3.0000,product-id-10599
155,100000107,190,Health Sutra Ragi biscuits 100gms,107,593,5.0000,product-id-6018
155,100000107,191,24 Mantra CASHEWS(100 gm),107,0,2.0000,product-id-4308
302,100000112,198,Arogya Rahasya Iron tadka pan,112,1346,2.0000,product-id-10571
302,100000112,199,Amlamrut Amla honey 300gms,112,1476,1.0000,product-id-11380
302,100000112,200,Goratna Panchagavya with sandal bath soap -75gms,112,1087,2.0000,product-id-8931
305,100000115,206,24 Mantra Almonds(100 gm),115,0,2.0000,product-id-4304
305,100000115,207,Being Desi Honey amla candy 250gms,115,426,1.0000,product-id-5135
309,100000120,218,24 Mantra Almonds(100 gm),120,0,1.0000,product-id-4304
309,100000120,219,24 Mantra CASHEWS(100 gm),120,0,1.0000,product-id-4308
309,100000120,220,Terra greens kismis 100gms,120,1294,1.0000,product-id-9833
309,100000120,221,Health Sutra Ragi biscuits 100gms,120,593,1.0000,product-id-6018
312,100000122,223,Arogya Rahasya Joint Less Copper Bottle,122,1341,1.0000,product-id-10447
310,100000127,233,24 Mantra Organic Apple Juice,127,0,1.0000,variant-id-4253
310,100000127,234,24 Mantra CASHEWS(100 gm),127,0,1.0000,product-id-4308
310,100000127,235,24 Mantra Almonds(100 gm),127,0,1.0000,product-id-4304
310,100000127,236,24 Mantra KISMIS (100gms),127,0,1.0000,product-id-4322
298,100000130,239,Arogya Rahasya Thermo Shaped Copper Bottle,130,1343,1.0000,SKUTSCB01
298,100000130,240,24 Mantra KISMIS (100gms),130,0,1.0000,product-id-4322
303,100000132,242,Terra greens Wheat Whole 1kg,132,1299,2.0000,product-id-9841
303,100000132,243,24 Mantra Moong Dal(500 gm),132,0,4.0000,product-id-4586
303,100000132,244,24 Mantra Basmathi Rice polished(1kg),132,0,1.0000,product-id-4849
317,100000133,245,"Grenera Organics ""Moringa Green Tea 20 Tea bags / box"" 40gm",133,1444,4.0000,product-id-11297
324,100000135,247,Dry Fruits combo,135,0,1.0000,product-id-11430
320,100000136,248,24 Mantra Almonds(100 gm),136,0,1.0000,product-id-4304
320,100000136,249,24 Mantra CASHEWS(100 gm),136,0,1.0000,product-id-4308
320,100000136,250,Khadi facewash Neem and Turmeric 200ml,136,1314,1.0000,product-id-9913
334,100000140,255,Banjara's saffron facial kit 60gm,140,1075,2.0000,product-id-8657
334,100000140,256,Banjara's papaya face wash 50ml,140,1074,3.0000,product-id-8649
323,100000141,257,Arogya Rahasya Joint Less Copper Bottle,141,1342,1.0000,product-id-10449
321,100000142,258,Arogya Rahasya Joint Less Copper Bottle,142,1341,1.0000,product-id-10447
338,100000143,259,24 Mantra Almonds(100 gm),143,0,2.0000,product-id-4304
338,100000143,260,24 Mantra KISMIS (100gms),143,0,1.0000,product-id-4322
329,100000144,261,Arogya Rahasya Desi cow ghee 400gms,144,203,1.0000,product-id-3901
329,100000144,262,Indus Valley Bio organic Colour Protective Shampoo -100ml,144,1187,1.0000,product-id-9492
337,100000148,267,Arogya Rahasya Joint Less Copper Bottle,148,1342,1.0000,product-id-10449
335,100000149,268,Arogya Rahasya Desi cow ghee 400gms,149,203,1.0000,product-id-3901
335,100000149,269,Health Sutra Ragi biscuits 100gms,149,593,3.0000,product-id-6018
341,100000150,270,24 Mantra Almonds(100 gm),150,0,2.0000,product-id-4304
341,100000150,271,Health Sutra Ragi biscuits 100gms,150,593,2.0000,product-id-6018
340,100000151,272,24 Mantra Almonds(100 gm),151,0,1.0000,product-id-4304
340,100000151,273,24 Mantra CASHEWS(100 gm),151,0,1.0000,product-id-4308
340,100000151,274,"Grenera Organics ""Moringa Green Tea 20 Tea bags / box"" 40gm",151,1444,1.0000,product-id-11297
336,100000157,283,24 Mantra Almonds(100 gm),157,0,2.0000,product-id-4304
336,100000157,284,24 Mantra Organic Organe Juice(1lit),157,0,1.0000,product-id-4287
346,100000160,288,24 Mantra CASHEWS(100 gm),160,0,1.0000,product-id-4308
346,100000160,289,24 Mantra Almonds(100 gm),160,0,1.0000,product-id-4304
346,100000160,290,Khadi facewash Neem and Turmeric 200ml,160,1314,1.0000,product-id-9913
342,100000161,291,Arogya Rahasya Joint Less Copper Bottle,161,1341,1.0000,product-id-10447
347,100000162,292,Arogya Rahasya Joint Less Copper Bottle,162,1341,1.0000,product-id-10447
347,100000162,293,Ancient Living Organic Luxury Bath Powder -100gm,162,893,1.0000,product-id-7500
318,100000164,296,Bath Special,164,1334,1.0000,product-id-10420
332,100000165,297,24 Mantra Almonds(100 gm),165,0,1.0000,product-id-4304
332,100000165,298,Banjara's Gold facial kit 60gms,165,447,1.0000,product-id-5251
332,100000165,299,Goratna Handwash 250ml,165,343,1.0000,product-id-4638
326,100000169,303,H2O Copper Water Bottle,169,1339,1.0000,product-id-10443
307,100000170,304,Arogya Rahasya Iron tadka pan,170,1346,1.0000,product-id-10571
307,100000170,305,Arogya Rahasya Iron Kadai with wooden handle,170,1344,1.0000,product-id-10566
307,100000170,306,Goseva-Gokripa Cow kiddy bank,170,431,1.0000,product-id-5166
307,100000170,307,Arogya Rahasya Iron Tawa round for dosa making,170,1328,1.0000,product-id-10272
330,100000173,311,True elements Seeds and Nuts Muesli 400gm,173,1245,1.0000,product-id-9672
330,100000173,312,24 Mantra Almonds(100 gm),173,0,1.0000,product-id-4304
358,100000174,313,Banjara's papaya face wash 50ml,174,1074,5.0000,product-id-8649
358,100000174,314,Organic India Tulsi Green Tea Jasmine 18 TB,174,1038,1.0000,product-id-8100
358,100000174,315,"INLIFE Natural Neem Face Wash 200 ml, Soap & Paraben Free For Acne & Black Spots",174,1155,1.0000,product-id-9410
339,100000178,327,24 Mantra Ragi Flour(500 gm),178,0,2.0000,product-id-4179
339,100000178,328,Arogya Rahasya Desi cow ghee 400gms,178,203,1.0000,product-id-3901
362,100000179,329,24 Mantra Almonds(100 gm),179,0,1.0000,product-id-4304
362,100000179,330,24 Mantra CASHEWS(100 gm),179,0,1.0000,product-id-4308
362,100000179,331,24 Mantra KISMIS (100gms),179,0,1.0000,product-id-4322
362,100000179,332,Health Sutra Ragi biscuits 100gms,179,593,1.0000,product-id-6018
356,100000182,335,Arogya Rahasya Hammered Joint Free Copper Bottle,182,1340,1.0000,product-id-10445
351,100000185,338,Pea nut moringa chikki (12pkts),185,366,1.0000,product-id-4760
351,100000185,339,Terra greens kismis 100gms,185,1294,2.0000,product-id-9833
351,100000185,340,Banjara's papaya face wash 50ml,185,1074,2.0000,product-id-8649
351,100000185,341,Banjara's Premium rose water,185,463,2.0000,variant-id-5341
315,100000186,342,INLIFE Hair Support Supplement (60 Vegetarian Capsules),186,474,1.0000,product-id-5430
359,100000187,343,Grenera Organics Moringa Almond Smoothie -240 gram,187,1462,1.0000,product-id-11333
359,100000187,344,Amlamrut Amla honey 300gms,187,1476,1.0000,product-id-11380
359,100000187,345,Terra greens kismis 100gms,187,1294,1.0000,product-id-9833
368,100000188,346,Organic India Tulsi Green Tea Earl Grey 18 TB,188,1037,1.0000,product-id-8098
368,100000188,347,Indus Valley Sandalwood Face Pack,188,1197,1.0000,product-id-9518
368,100000188,348,Banjara's papaya face wash 50ml,188,1074,4.0000,product-id-8649
368,100000188,349,Goseva Neem Gojharan Handwash -200ml,188,480,1.0000,product-id-5492
373,100000189,350,Arogya Rahasya Iron tadka pan,189,1346,1.0000,product-id-10571
373,100000189,351,Arogya Rahasya Desi cow ghee 400gms,189,203,1.0000,product-id-3901
365,100000190,352,Arogya Rahasya Joint Less Copper Bottle,190,1342,1.0000,product-id-10449
355,100000191,353,Dry Fruits combo,191,0,1.0000,product-id-11430
366,100000193,355,Dry Fruits combo,193,0,1.0000,product-id-11430
375,100000194,356,Dry Fruits combo,194,0,1.0000,product-id-11430
369,100000195,357,Arogya Rahasya Joint Less Copper Bottle,195,1341,1.0000,product-id-10447
316,100000196,358,Terra greens Sonamasuri Brown Rice 5kgs,196,1276,1.0000,product-id-9783
316,100000196,359,Gow darbar gold agarbatti 75gms,196,217,1.0000,product-id-3993
316,100000196,360,Goseva-Gokripa Cow kiddy bank,196,431,1.0000,product-id-5166
353,100000197,361,Dry Fruits combo,197,0,1.0000,product-id-11430
377,100000199,363,Arogya Rahasya Joint Less Copper Bottle,199,1341,1.0000,product-id-10447
344,100000200,364,Kairali Massage Book,200,617,1.0000,product-id-6177
314,100000201,365,Dry Fruits combo,201,0,1.0000,product-id-11430
379,100000202,366,Dry Fruits combo,202,0,1.0000,product-id-11430
378,100000204,368,Arogya Rahasya Desi cow ghee 400gms,204,203,1.0000,product-id-3901
378,100000204,369,Arogya Rahasya Iron tadka pan,204,1346,1.0000,product-id-10571
349,100000205,370,Arogya Rahasya Joint Less Copper Bottle,205,1341,1.0000,product-id-10447
360,100000206,371,Arogya Rahasya Joint Less Copper Bottle,206,1342,1.0000,product-id-10449
381,100000208,373,Dry Fruits combo,208,0,1.0000,product-id-11430
382,100000209,374,Dry Fruits combo,209,0,1.0000,product-id-11430
328,100000210,375,Amlamrut Amla laddu 200gms,210,320,1.0000,product-id-4518
328,100000210,376,Dry Fruits combo,210,0,1.0000,product-id-11430
385,100000211,377,Dry Fruits combo,211,0,1.0000,product-id-11430
383,100000212,378,Arogya Rahasya Joint Less Copper Bottle,212,1341,1.0000,product-id-10447
376,100000213,379,Goseva-Gokripa Cow kiddy bank,213,431,1.0000,product-id-5166
376,100000213,380,Arogya Rahasya Rock Salt (1 Kg),213,1348,1.0000,product-id-10589
376,100000213,381,Arogya Rahasya Iron tadka pan,213,1346,1.0000,product-id-10571
376,100000213,382,Arogya Rahasya Iron Tawa round for dosa making,213,1328,1.0000,product-id-10272
376,100000213,383,Goratna Ujjwala toilet cleaner 500ml,213,362,2.0000,product-id-4734
319,100000214,384,Dry Fruits combo,214,0,1.0000,product-id-11430
387,100000218,388,Terra greens tur dal 1kg,218,1279,1.0000,product-id-9789
387,100000218,389,Terra greens White poha 500gms,218,1304,3.0000,product-id-9851
387,100000218,390,Amlamrut Amla honey 300gms,218,1476,1.0000,product-id-11380
384,100000219,391,Arogya Rahasya Joint Less Copper Bottle,219,1342,1.0000,product-id-10449
390,100000220,392,Dry Fruits combo,220,0,1.0000,product-id-11430
395,100000221,393,Dry Fruits combo,221,0,1.0000,product-id-11430
397,100000226,398,Arogya Rahasya Joint Less Copper Bottle,226,1341,1.0000,product-id-10447
388,100000228,405,Dry Fruits combo,228,0,1.0000,product-id-11430
401,100000230,410,Arogya rahasyamulu Telugu book,230,167,1.0000,product-id-3765
401,100000230,411,The Ayurvedic Cook Book,230,603,1.0000,product-id-6087
401,100000230,412,Arogya Rahasya Iron tadka pan,230,1346,1.0000,product-id-10571
401,100000230,413,Face pack rose 20gms,230,376,1.0000,product-id-4855
401,100000230,414,Sandalwood soap 75gms,230,413,2.0000,product-id-5047
401,100000230,415,Panchamrut soap 75gms,230,412,1.0000,product-id-5037
398,100000231,416,Arogya Rahasya Joint Less Copper Bottle,231,1341,1.0000,product-id-10447
399,100000234,419,Arogya Rahasya Joint Less Copper Bottle,234,1341,1.0000,product-id-10447
374,100000235,420,Dry fruits combo,235,1477,1.0000,product-id-11432
402,100000237,422,Arogya Rahasya Joint Less Copper Bottle,237,1341,1.0000,product-id-10447
403,100000238,423,Arogya Rahasya Joint Less Copper Bottle,238,1341,1.0000,product-id-10447
400,100000239,424,Arogya Rahasya Joint Less Copper Bottle,239,1341,1.0000,product-id-10447
404,100000240,425,Banjara's Mulanti mitti face pack 100gms,240,1073,1.0000,product-id-8645
404,100000240,426,Banjara's Pearl facial kit 60gms,240,458,1.0000,product-id-5318
404,100000240,427,Banjara's papaya face wash 50ml,240,1074,1.0000,product-id-8649
404,100000240,428,Indus Valley Extra Virgin Olive Oil -100ml,240,1191,1.0000,product-id-9503
404,100000240,429,Banjara's Premium rose water,240,463,1.0000,variant-id-5341
411,100000243,432,Dry Fruits combo,243,0,1.0000,product-id-11430
410,100000245,434,Dry Fruits combo,245,0,1.0000,product-id-11430
393,100000246,435,Arogya Rahasya Joint Less Copper Bottle,246,1341,1.0000,product-id-10447
409,100000247,436,Dry Fruits combo,247,0,1.0000,product-id-11430
322,100000248,437,Terra greens Sonamasuri Brown Rice 1kg,248,1275,6.0000,product-id-9781
412,100000249,438,Arogya Rahasya Joint Less Copper Bottle,249,1341,1.0000,product-id-10447
414,100000251,444,Arogya Rahasya Joint Less Copper Bottle,251,1342,1.0000,product-id-10449
361,100000254,451,Terra greens tur dal 1kg,254,1279,2.0000,product-id-9789
408,100000258,455,Arogya Rahasya Joint Less Copper Bottle,258,1341,1.0000,product-id-10447
407,100000259,456,Dry Fruits combo,259,0,1.0000,product-id-11430
418,100000260,457,OW' Real Mashalla Green Tea Classic -25 bags,260,1401,2.0000,product-id-11026
418,100000260,458,Organic India Organic Honey wild Forest 250 Grm,260,1043,1.0000,product-id-8115
418,100000260,459,Moringa peat nut chikki -80 gm,260,1350,2.0000,product-id-10599
394,100000261,460,Arogya Rahasya Joint Less Copper Bottle,261,1341,1.0000,product-id-10447
425,100000262,461,Terra greens tur dal 1kg,262,1279,2.0000,product-id-9789
426,100000264,463,Dry Fruits combo,264,0,1.0000,product-id-11430
415,100000266,465,Dry Fruits combo,266,0,1.0000,product-id-11430
301,100000268,467,Arogya Rahasya Thermo Shaped Copper Bottle,268,1343,1.0000,SKUTSCB01
301,100000268,468,IMC Ayurvedic Skin Care Soap -100gms,268,1310,1.0000,product-id-9873
416,100000271,473,Arogya Rahasya Joint Less Copper Bottle,271,1341,1.0000,product-id-10447
431,100000272,474,Arogya Rahasya Joint Less Copper Bottle,272,1342,1.0000,product-id-10449
434,100000275,479,Dry Fruits combo,275,0,1.0000,product-id-11430
429,100000276,480,Arogya Rahasya Iron tadka pan,276,1347,1.0000,product-id-10575
429,100000276,481,Arogya Rahasya Iron Tawa round for dosa making,276,1328,1.0000,product-id-10272
429,100000276,482,Arogya Rahasya Iron Kadai with wooden handle,276,1344,1.0000,product-id-10566
440,100000278,484,Arogya Rahasya Joint Less Copper Bottle,278,1342,1.0000,product-id-10449
435,100000279,485,Arogya Rahasya Iron Tawa round for dosa making,279,1328,1.0000,product-id-10272
435,100000279,486,Arogya Rahasya Joint Less Copper Bottle,279,1341,1.0000,product-id-10447
438,100000280,487,Dry Fruits combo,280,0,1.0000,product-id-11430
439,100000281,488,Arogya Rahasya Joint Less Copper Bottle,281,1341,1.0000,product-id-10447
428,100000282,489,Arogya Rahasya Digital Copper Bottle,282,1337,1.0000,SKUDCB001
433,100000284,491,Dry Fruits combo,284,0,1.0000,product-id-11430
425,100000285,492,Arogya Rahasya Desi cow ghee 400gms,285,203,1.0000,product-id-3901
425,100000285,493,Terra greens Polished Rice 1kg,285,1278,1.0000,product-id-9787
442,100000287,498,Arogya Rahasya Hammered Joint Free Copper Bottle,287,1340,1.0000,product-id-10445
419,100000288,499,Akshaya's Neem Tulasi soap 75gms,288,508,1.0000,product-id-5618
419,100000288,500,Face pack sandal 20gms,288,378,1.0000,product-id-4868
419,100000288,501,Kairali Amla Shikakai Shampoo 200ml,288,626,1.0000,product-id-6218
419,100000288,502,Bhringraj Tel (Hair oil),288,235,1.0000,variant-id-8655
419,100000288,503,Banjara's papaya face wash 50ml,288,1074,1.0000,product-id-8649
437,100000289,504,Arogya Rahasya Joint Less Copper Bottle,289,1341,1.0000,product-id-10447
426,100000290,505,Spices and Masalas,290,1349,1.0000,product-id-10593
430,100000294,512,Arogya Rahasya Iron Kadai with wooden handle,294,1331,1.0000,product-id-10291
430,100000294,513,Arogya Rahasya Iron Tawa round for dosa making,294,1328,1.0000,product-id-10272
430,100000294,514,Indus Valley Bio Organic Grow Out Hair Oil -100ml,294,1190,1.0000,product-id-9501
430,100000294,515,Green Farm Jaggery powder 400gms,294,552,1.0000,product-id-5822
449,100000295,516,Dry Fruits combo,295,0,1.0000,product-id-11430
319,100000298,520,Dry Fruits combo,298,0,1.0000,product-id-11430
453,100000303,525,Arogya Rahasya Iron tadka pan,303,1346,1.0000,product-id-10571
453,100000303,526,Arogya Rahasya Iron tadka pan,303,1347,1.0000,product-id-10575
453,100000303,527,Arogya Rahasya Iron Tawa round for dosa making,303,1328,1.0000,product-id-10272
333,100000304,528,Arogya Rahasya Iron kadai with wooden handle,304,1345,1.0000,product-id-10568
333,100000304,529,Banjara's papaya face wash 50ml,304,1074,2.0000,product-id-8649
333,100000304,530,Arogyarahasya Amla churn 200gms,304,226,2.0000,product-id-4035
333,100000304,531,Banjara's Natural henna 500gms,304,453,1.0000,product-id-5280
447,100000305,532,Arogya Rahasya Joint Less Copper Bottle,305,1341,1.0000,product-id-10447
363,100000307,534,Arogya Rahasya Joint Less Copper Bottle,307,1341,1.0000,product-id-10447
456,100000309,536,Arogya Rahasya Joint Less Copper Bottle,309,1341,1.0000,product-id-10447
313,100000310,537,Arogya Rahasya Digital Copper Bottle,310,1336,1.0000,product-id-10437
443,100000312,539,Terra greens Polished Rice 1kg,312,1278,6.0000,product-id-9787
451,100000314,541,Arogya Rahasya Joint Less Copper Bottle,314,1342,1.0000,product-id-10449
460,100000318,546,Arogya Rahasya Joint Less Copper Bottle,318,1341,1.0000,product-id-10447
461,100000320,548,Arogya Rahasya Joint Less Copper Bottle,320,1341,1.0000,product-id-10447
463,100000321,549,True elements Raw Organic Honey 350gms,321,1243,1.0000,product-id-9664
463,100000321,550,Terra greens Raw Pea Nuts 1kg,321,1297,1.0000,product-id-9838
464,100000322,551,Arogya Rahasya Joint Less Copper Bottle,322,1341,1.0000,product-id-10447
465,100000325,554,Arogya Rahasya Joint Less Copper Bottle,325,1341,1.0000,product-id-10447
389,100000326,555,Arogya Rahasya Joint Less Copper Bottle,326,1341,1.0000,product-id-10447
469,100000330,566,True elements Raw Organic Honey 350gms,330,1243,1.0000,product-id-9664
469,100000330,567,Arogya Rahasya Iron tawa round for Roti making,330,1330,1.0000,product-id-10285
469,100000330,568,Arogya Rahasya Iron Tawa round for dosa making,330,1328,1.0000,product-id-10272
478,100000336,582,Arogya Rahasya Joint Less Copper Bottle,336,1341,1.0000,product-id-10447
475,100000337,583,Banjara's papaya face wash 50ml,337,1074,1.0000,product-id-8649
475,100000337,584,Khadi Strawberry facewash 200ml,337,324,1.0000,product-id-4539
475,100000337,585,Ancient Living Hydrating Shampoo -200ml,337,903,1.0000,product-id-7523
476,100000339,587,Arogya Rahasya Joint Less Copper Bottle,339,1341,1.0000,product-id-10447
479,100000341,593,Amla Special,341,1352,1.0000,product-id-10602
477,100000342,594,Arogya Rahasya Joint Less Copper Bottle,342,1341,1.0000,product-id-10447
472,100000344,596,"""Grenera Organic Wheatgrass  Powder 100 grams""",344,1461,1.0000,product-id-11331
472,100000344,597,Arogya Rahasya Iron Tawa round for dosa making,344,1328,1.0000,product-id-10272
472,100000344,598,Amlamrut  Amla pickle,344,263,1.0000,variant-id-4266
472,100000344,599,Health Sutra Jowar porridge tangy tomato 35gms,344,566,2.0000,product-id-5905
483,100000346,602,Arogya Rahasya Joint Less Copper Bottle,346,1341,1.0000,product-id-10447
484,100000347,603,Arogya Rahasya Joint Less Copper Bottle,347,1341,1.0000,product-id-10447
424,100000348,604,Indus Valley Bio Organic Grow Out Hair Oil -100ml,348,1190,1.0000,product-id-9501
424,100000348,605,Goseva-Gokripa Panchagavya & Fruit face wash 50ml,348,473,2.0000,product-id-5429
424,100000348,606,Goratna Reetha shampoo 200ml,348,346,1.0000,product-id-4654
424,100000348,607,Organic India Tulsi Ginger Turmeric 25 Tea Bags,348,1061,1.0000,product-id-8174
364,100000350,609,IMC Pain Away Cream -30 gms,350,1258,1.0000,product-id-9733
364,100000350,610,Amrit Balm 20gm,350,634,1.0000,product-id-6271
364,100000350,611,Khadi  Moisturazing lotion Cocoa Butter 200ml,350,657,1.0000,product-id-6550
364,100000350,612,Banjara's Natural henna 500gms,350,453,1.0000,product-id-5280
364,100000350,613,Panchagavya dhoop sticks sandal 15 sticks,350,307,1.0000,product-id-4456
364,100000350,614,Sanatan Jasmine(Mogra) Incense sticks 25gms,350,1092,1.0000,product-id-8997
364,100000350,615,Panchagavya dhoop sticks rose 15 sticks,350,302,1.0000,product-id-4435
487,100000351,616,Arogya Rahasya Joint Less Copper Bottle,351,1341,1.0000,product-id-10447
486,100000352,617,Arogya Rahasya Joint Less Copper Bottle,352,1342,1.0000,product-id-10449
331,100000353,618,Arogya Rahasya Joint Less Copper Bottle,353,1341,1.0000,product-id-10447
489,100000354,619,Arogya Rahasya Joint Less Copper Bottle,354,1342,1.0000,product-id-10449
492,100000355,620,Arogya Rahasya Joint Less Copper Bottle,355,1341,1.0000,product-id-10447
491,100000357,622,Arogya Rahasya Joint Less Copper Bottle,357,1341,1.0000,product-id-10447
490,100000358,623,Arogya Rahasya Joint Less Copper Bottle,358,1341,1.0000,product-id-10447
488,100000359,624,Arogya Rahasya Joint Less Copper Bottle,359,1341,1.0000,product-id-10447
470,100000360,625,Health Sutra Ragi biscuits 100gms,360,593,4.0000,product-id-6018
470,100000360,626,IMC Aloe Cumin Cookies -150gms,360,1307,3.0000,product-id-9860
470,100000360,627,Flaxi masala papad 80gms,360,353,2.0000,product-id-4679
470,100000360,628,Moringa papad'z 80gms,360,361,2.0000,product-id-4730
494,100000363,633,Amlamrut Amla laddu 200gms,363,320,4.0000,product-id-4518
494,100000363,634,Pea nut moringa chikki (12pkts),363,366,1.0000,product-id-4760
452,100000364,635,Arogya Rahasya Hammered Joint Free Copper Bottle,364,1340,1.0000,product-id-10445
474,100000366,637,Arogya Rahasya Joint Less Copper Bottle,366,1341,1.0000,product-id-10447
493,100000367,638,Arogya Rahasya Joint Less Copper Bottle,367,1341,1.0000,product-id-10447
496,100000369,641,Amlamrut Amla laddu 200gms,369,320,2.0000,product-id-4518
496,100000369,642,True elements Butterscotch Muesli 400gm,369,1232,1.0000,product-id-9613
496,100000369,643,Goratna Kala thail 50ml,369,351,1.0000,product-id-4673
